Sexo,Estado civil,Edad,Educacion,Ingreso anual,Ocupacion,Tamano de asentamiento,Ingreso mensual,Nivel socioeconomico,Descripción NSE
0,0,45,1,221842,4,2,18486,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,26,1,88027,4,2,7335,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,32,1,160513,4,2,13376,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,26,1,124536,4,2,10378,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,20,1,93634,4,0,7802,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,54,1,124725,4,0,10393,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,37,1,102456,4,0,8538,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,40,1,74975,1,0,6247,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,23,1,153861,4,1,12821,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,43,1,119351,4,2,9945,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,36,1,95438,4,2,7953,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,44,1,147967,4,2,12330,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,24,1,116863,4,1,9738,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,53,1,170622,4,1,14218,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,23,1,132426,4,1,11035,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,26,1,77519,1,0,6459,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,30,1,169405,4,2,14117,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,31,1,120030,4,0,10002,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,42,1,77933,1,0,6494,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,31,1,109892,4,1,9157,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,41,1,69062,1,0,5755,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,32,1,116348,4,0,9695,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,28,1,137188,4,1,11432,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,41,1,110199,4,0,9183,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,26,1,109890,4,1,9157,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,25,1,109751,4,2,9145,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,33,1,129651,4,1,10804,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,75,1,170113,4,1,14176,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,37,1,140285,4,1,11690,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,42,1,198029,4,2,16502,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,45,3,120262,1,0,10021,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,23,1,105137,4,1,8761,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,60,3,127371,4,0,10614,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,31,1,145689,4,0,12140,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,34,1,102617,1,1,8551,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,61,3,90709,1,0,7559,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,43,1,107099,4,1,8924,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,37,1,116021,4,2,9668,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,32,1,100426,4,2,8368,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,24,1,62249,1,0,5187,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,35,1,172957,4,1,14413,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,23,1,95003,4,1,7916,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,45,1,109698,1,0,9141,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,34,1,157376,4,0,13114,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,27,1,123191,4,2,10265,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,67,1,171052,4,0,14254,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,22,1,99328,4,0,8277,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,28,1,133799,4,2,11149,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,29,1,138256,4,2,11521,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,27,1,115638,4,0,9636,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,31,1,82238,1,0,6853,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,49,1,127543,4,1,10628,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,24,1,63987,1,0,5332,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,29,1,114784,4,0,9565,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,37,1,217450,4,1,18120,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,37,1,173751,4,2,14479,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,23,1,122850,4,0,10237,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,36,1,104953,4,0,8746,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,34,1,152371,4,1,12697,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,41,1,139905,4,0,11658,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,31,1,156700,4,1,13058,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,23,1,86488,1,0,7207,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,38,1,147472,4,0,12289,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,26,1,169991,4,0,14165,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,22,1,62381,1,0,5198,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,27,1,70926,1,0,5910,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,24,1,113004,4,1,9417,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,27,1,125760,4,0,10480,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,33,1,111918,4,2,9326,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,27,1,120674,4,1,10056,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,27,1,63597,1,0,5299,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,30,1,103069,4,1,8589,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,49,1,108079,1,0,9006,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,26,1,101159,4,1,8429,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,33,1,88211,1,0,7350,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,52,3,159052,4,1,13254,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,20,1,102623,4,2,8551,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,36,1,115589,4,0,9632,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,21,1,59127,1,0,4927,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,47,3,82240,1,0,6853,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,60,3,129425,4,1,10785,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,58,3,87058,1,0,7254,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,42,3,128462,4,2,10705,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,36,1,121403,1,0,10116,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,20,1,88141,1,0,7345,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,40,1,134946,4,2,11245,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,32,1,94058,1,0,7838,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,23,1,99285,4,1,8273,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,36,1,108432,1,0,9036,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,31,1,111369,4,0,9280,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,32,1,122612,4,2,10217,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,45,3,134350,4,0,11195,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,30,1,108838,4,2,9069,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,34,1,90852,1,0,7571,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,28,1,151580,4,2,12631,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,23,1,115681,4,1,9640,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,22,1,131699,4,1,10974,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,74,3,192481,4,1,16040,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,50,3,155122,4,2,12926,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,33,1,106015,4,2,8834,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,45,1,108378,4,0,9031,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,22,1,105257,4,1,8771,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,48,3,118788,1,0,9899,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,29,1,162955,4,2,13579,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,22,1,119511,4,2,9959,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,22,1,102000,4,0,8500,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,48,1,254449,4,1,21204,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,27,1,208446,4,2,17370,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,37,1,124805,4,0,10400,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,21,1,139379,4,0,11614,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,49,3,78296,1,0,6524,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,27,1,125598,4,1,10466,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,32,1,100215,4,2,8351,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,38,1,130951,4,2,10912,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,22,1,102480,4,2,8540,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,65,3,136812,4,1,11401,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,35,1,106919,4,1,8909,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,41,1,131020,4,2,10918,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,29,1,119429,4,1,9952,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,36,1,154521,4,1,12876,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,64,3,117842,1,0,9820,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,28,1,124566,4,2,10380,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,44,1,110009,4,2,9167,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,23,1,101210,4,1,8434,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,19,1,101258,4,0,8438,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,25,1,79045,1,0,6587,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,47,1,110866,4,0,9238,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,28,1,129640,4,2,10803,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,21,1,227021,4,1,18918,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,34,1,108549,4,1,9045,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,26,1,122693,4,0,10224,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,27,1,35832,1,0,2986,6,"Hogares con ingresos mínimos, muy bajo nivel educativo y sin acceso a servicios básicos."
0,0,38,1,81870,1,0,6822,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,40,1,179790,4,2,14982,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,33,1,107158,4,1,8929,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,32,1,136638,4,1,11386,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,27,1,158147,4,2,13178,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,32,1,132587,4,2,11048,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,26,1,128140,4,2,10678,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,38,1,117405,4,1,9783,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,40,1,68475,1,0,5706,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,50,1,201656,4,2,16804,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,37,1,86967,1,0,7247,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,45,1,118006,4,1,9833,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,42,1,223630,4,2,18635,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,35,1,110442,4,0,9203,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,22,1,115691,4,2,9640,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,41,1,80232,1,0,6686,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,37,1,187647,4,1,15637,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,28,1,138952,4,1,11579,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,41,1,162772,4,2,13564,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,23,1,111862,4,1,9321,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,23,1,90051,4,1,7504,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,50,1,121400,4,1,10116,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,35,1,137000,4,2,11416,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,50,3,105031,1,0,8752,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,27,1,172153,4,2,14346,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,34,1,170184,4,1,14182,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,27,1,123279,4,1,10273,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,43,1,140795,4,0,11732,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,47,1,144456,4,0,12038,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,27,1,104773,1,0,8731,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,31,1,153353,4,1,12779,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,42,1,223018,4,1,18584,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,24,1,129177,4,2,10764,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,41,1,114475,1,1,9539,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,26,1,161323,4,1,13443,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,33,1,135765,4,2,11313,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,24,1,158421,4,0,13201,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,64,3,103941,1,0,8661,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,26,1,101783,4,2,8481,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,56,3,126531,4,1,10544,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,37,1,111394,4,1,9282,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,33,1,103577,4,2,8631,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,47,3,149545,4,1,12462,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,31,1,171857,1,0,14321,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,34,1,149782,4,1,12481,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,27,1,112470,4,1,9372,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,30,1,133907,4,2,11158,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,35,1,127849,4,1,10654,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,31,1,160279,4,2,13356,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,25,1,92366,4,2,7697,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,25,1,104794,1,0,8732,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,29,1,133436,4,1,11119,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,44,1,110374,1,0,9197,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,28,1,104263,4,1,8688,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,50,1,138752,4,0,11562,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,29,1,102723,4,0,8560,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,38,1,46297,1,0,3858,6,"Hogares con ingresos mínimos, muy bajo nivel educativo y sin acceso a servicios básicos."
0,0,24,1,96425,4,1,8035,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,40,1,158197,4,1,13183,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,29,1,98008,1,0,8167,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,46,1,157473,4,0,13122,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,47,3,149306,4,0,12442,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,41,1,139236,4,1,11603,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,32,1,125890,4,2,10490,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,35,1,173124,4,1,14427,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,24,1,164621,4,1,13718,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,25,1,124539,4,1,10378,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,25,1,107614,4,1,8967,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,37,1,88849,1,0,7404,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,32,1,148566,4,2,12380,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,35,1,106515,4,2,8876,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,46,1,150465,4,1,12538,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,25,1,60868,1,0,5072,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,27,1,255198,4,2,21266,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,63,3,183178,4,1,15264,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,40,1,121448,4,2,10120,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,32,1,129975,4,2,10831,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,31,1,132950,4,2,11079,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,31,1,169314,4,1,14109,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,34,1,147958,4,1,12329,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,24,1,139896,4,2,11658,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,24,1,68028,1,0,5669,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,66,1,133328,1,0,11110,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,21,1,108518,4,2,9043,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,41,3,112700,1,0,9391,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,47,3,110190,1,0,9182,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,25,1,105104,4,1,8758,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,59,3,184753,4,1,15396,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,36,1,162521,4,2,13543,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,33,1,156794,4,1,13066,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,21,1,65827,1,0,5485,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,44,3,88490,1,0,7374,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,28,1,154919,4,2,12909,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,37,1,129058,4,0,10754,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,29,1,77532,1,0,6461,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,23,1,235417,4,2,19618,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
0,0,35,1,113468,1,0,9455,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,45,1,190803,4,2,15900,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
1,0,26,1,121423,1,0,10118,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,32,1,121347,4,1,10112,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,23,1,67408,1,0,5617,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,41,1,123043,4,1,10253,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,22,1,128387,4,2,10698,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,30,1,250050,4,1,20837,3,"Hogares con ingresos ligeramente inferiores al promedio, nivel educativo medio-bajo y acceso limitado a algunos servicios."
